shipment_id,order_id,customer_name,origin,destination,carrier,driver_id,driver_name,status,zone,route_code,scheduled_delivery,actual_delivery,delay_minutes,sla_deadline,sla_status,weight_kg,remarks
SHP00140,ORD258010,Customer 140,Hyderabad,Hyderabad,BlueDart,D004,Priya Sharma,Failed Attempt,South,RT-East-07,2026-07-26 16:52,,16,2026-07-26 16:52,At Risk,45.51,Attempted delivery - customer absent
SHP00141,ORD565354,Customer 141,Mumbai,Hyderabad,DHL,D002,Suresh Patel,Failed Attempt,South,RT-East-06,2026-07-23 16:52,,1,2026-07-23 16:52,At Risk,28.06,Attempted delivery - customer absent
SHP00142,ORD135429,Customer 142,Chennai,Kolkata,Delhivery,D003,Anand Verma,Delivered,South,RT-South-04,2026-07-21 16:52,2026-07-28 16:52,0,2026-07-21 16:52,Met,29.6,
SHP00143,ORD787024,Customer 143,Bangalore,Bangalore,FedEx,D004,Priya Sharma,Delayed,West,RT-East-19,2026-07-25 16:52,,220,2026-07-25 16:52,Breached,44.42,
SHP00144,ORD226874,Customer 144,Hyderabad,Chennai,DHL,D003,Anand Verma,Delivered,East,RT-North-08,2026-07-19 16:52,2026-07-28 16:52,0,2026-07-19 16:52,Met,13.17,
SHP00145,ORD921064,Customer 145,Pune,Mumbai,Ecom Express,D005,Deepak Singh,Failed Attempt,East,RT-North-06,2026-07-23 16:52,,29,2026-07-23 16:52,At Risk,32.98,Attempted delivery - customer absent
SHP00146,ORD943278,Customer 146,Kolkata,Mumbai,Ecom Express,D003,Anand Verma,Delayed,Central,RT-North-02,2026-07-25 16:52,,118,2026-07-25 16:52,Breached,35.67,
SHP00147,ORD373628,Customer 147,Kolkata,Hyderabad,DHL,D006,Kavita Reddy,Delayed,South,RT-East-10,2026-07-26 16:52,,170,2026-07-26 16:52,Breached,28.2,
SHP00148,ORD116873,Customer 148,Pune,Mumbai,DHL,D002,Suresh Patel,Returned,Central,RT-North-16,2026-07-26 16:52,,77,2026-07-26 16:52,Breached,44.67,
SHP00149,ORD124456,Customer 149,Pune,Kolkata,XpressBees,D001,Ravi Kumar,Failed Attempt,Central,RT-South-13,2026-07-19 16:52,,36,2026-07-19 16:52,At Risk,39.54,Attempted delivery - customer absent
SHP00150,ORD842575,Customer 150,Pune,Mumbai,Ecom Express,D004,Priya Sharma,In Transit,Central,RT-North-02,2026-07-24 16:52,,268,2026-07-24 16:52,Breached,8.92,
SHP00151,ORD297188,Customer 151,Chennai,Mumbai,FedEx,D004,Priya Sharma,Delayed,South,RT-East-11,2026-07-28 16:52,,164,2026-07-28 16:52,Breached,40.85,
SHP00152,ORD232776,Customer 152,Pune,Delhi,XpressBees,D006,Kavita Reddy,Returned,East,RT-North-17,2026-07-25 16:52,,84,2026-07-25 16:52,Breached,40.62,
SHP00153,ORD613607,Customer 153,Hyderabad,Bangalore,DHL,D006,Kavita Reddy,Delivered,East,RT-South-02,2026-07-24 16:52,2026-07-29 16:52,0,2026-07-24 16:52,Met,7.15,
SHP00154,ORD382474,Customer 154,Hyderabad,Pune,FedEx,D004,Priya Sharma,In Transit,South,RT-East-07,2026-07-27 16:52,,116,2026-07-27 16:52,Breached,13.67,
SHP00155,ORD978231,Customer 155,Delhi,Chennai,FedEx,D002,Suresh Patel,Returned,South,RT-East-09,2026-07-22 16:52,,98,2026-07-22 16:52,Breached,38.93,
SHP00156,ORD788821,Customer 156,Pune,Hyderabad,DHL,D005,Deepak Singh,In Transit,South,RT-South-08,2026-07-22 16:52,,213,2026-07-22 16:52,Breached,42.91,
SHP00157,ORD202723,Customer 157,Hyderabad,Kolkata,XpressBees,D003,Anand Verma,Delivered,Central,RT-East-02,2026-07-26 16:52,2026-07-29 16:52,0,2026-07-26 16:52,Met,8.7,
SHP00158,ORD313408,Customer 158,Mumbai,Hyderabad,FedEx,D002,Suresh Patel,Out for Delivery,North,RT-South-11,2026-07-27 16:52,,238,2026-07-27 16:52,Breached,40.04,
SHP00159,ORD614388,Customer 159,Pune,Hyderabad,XpressBees,D002,Suresh Patel,Failed Attempt,East,RT-South-17,2026-07-21 16:52,,94,2026-07-21 16:52,Breached,4.58,Attempted delivery - customer absent
SHP00160,ORD652215,Customer 160,Pune,Kolkata,Ecom Express,D005,Deepak Singh,Failed Attempt,North,RT-East-12,2026-07-24 16:52,,132,2026-07-24 16:52,Breached,1.24,Attempted delivery - customer absent
SHP00161,ORD427049,Customer 161,Bangalore,Chennai,Ecom Express,D002,Suresh Patel,In Transit,North,RT-East-13,2026-07-25 16:52,,25,2026-07-25 16:52,At Risk,28.12,
SHP00162,ORD618930,Customer 162,Kolkata,Hyderabad,BlueDart,D006,Kavita Reddy,In Transit,Central,RT-North-08,2026-07-19 16:52,,149,2026-07-19 16:52,Breached,44.06,
SHP00163,ORD331198,Customer 163,Kolkata,Delhi,Ecom Express,D005,Deepak Singh,Delayed,East,RT-North-14,2026-07-19 16:52,,267,2026-07-19 16:52,Breached,28.35,
SHP00164,ORD379691,Customer 164,Kolkata,Hyderabad,Delhivery,D003,Anand Verma,In Transit,South,RT-South-18,2026-07-20 16:52,,278,2026-07-20 16:52,Breached,28.13,
SHP00165,ORD218486,Customer 165,Pune,Mumbai,Delhivery,D002,Suresh Patel,Delayed,West,RT-East-09,2026-07-23 16:52,,106,2026-07-23 16:52,Breached,37.17,
SHP00166,ORD270153,Customer 166,Mumbai,Chennai,Ecom Express,D002,Suresh Patel,Returned,North,RT-East-14,2026-07-27 16:52,,53,2026-07-27 16:52,At Risk,33.1,
SHP00167,ORD543314,Customer 167,Mumbai,Delhi,Ecom Express,D002,Suresh Patel,Failed Attempt,Central,RT-North-06,2026-07-20 16:52,,8,2026-07-20 16:52,At Risk,17.58,Attempted delivery - customer absent
SHP00168,ORD649593,Customer 168,Bangalore,Chennai,FedEx,D004,Priya Sharma,Failed Attempt,Central,RT-East-13,2026-07-25 16:52,,19,2026-07-25 16:52,At Risk,8.89,Attempted delivery - customer absent
SHP00169,ORD402544,Customer 169,Mumbai,Bangalore,Delhivery,D003,Anand Verma,Returned,South,RT-East-15,2026-07-26 16:52,,277,2026-07-26 16:52,Breached,13.8,
SHP00170,ORD354602,Customer 170,Delhi,Mumbai,BlueDart,D005,Deepak Singh,Out for Delivery,East,RT-South-05,2026-07-25 16:52,,57,2026-07-25 16:52,At Risk,30.96,
SHP00171,ORD615295,Customer 171,Bangalore,Kolkata,BlueDart,D001,Ravi Kumar,In Transit,North,RT-South-10,2026-07-26 16:52,,117,2026-07-26 16:52,Breached,32.86,
SHP00172,ORD195030,Customer 172,Kolkata,Mumbai,FedEx,D003,Anand Verma,Returned,North,RT-North-03,2026-07-19 16:52,,217,2026-07-19 16:52,Breached,36.84,
SHP00173,ORD438298,Customer 173,Chennai,Hyderabad,FedEx,D006,Kavita Reddy,Delayed,North,RT-South-09,2026-07-27 16:52,,258,2026-07-27 16:52,Breached,44.23,
SHP00174,ORD242081,Customer 174,Pune,Bangalore,Ecom Express,D003,Anand Verma,Failed Attempt,South,RT-East-04,2026-07-21 16:52,,279,2026-07-21 16:52,Breached,19.4,Attempted delivery - customer absent
SHP00175,ORD765655,Customer 175,Delhi,Pune,XpressBees,D004,Priya Sharma,Failed Attempt,Central,RT-North-19,2026-07-20 16:52,,223,2026-07-20 16:52,Breached,5.7,Attempted delivery - customer absent
SHP00176,ORD168316,Customer 176,Kolkata,Mumbai,Ecom Express,D004,Priya Sharma,Returned,Central,RT-South-07,2026-07-24 16:52,,225,2026-07-24 16:52,Breached,17.51,
SHP00177,ORD759844,Customer 177,Mumbai,Kolkata,Ecom Express,D002,Suresh Patel,Returned,South,RT-North-09,2026-07-26 16:52,,281,2026-07-26 16:52,Breached,34.8,
SHP00178,ORD523160,Customer 178,Mumbai,Mumbai,Ecom Express,D001,Ravi Kumar,Delivered,Central,RT-South-03,2026-07-22 16:52,2026-07-28 16:52,0,2026-07-22 16:52,Met,47.86,
SHP00179,ORD459400,Customer 179,Pune,Delhi,DHL,D006,Kavita Reddy,Delayed,South,RT-East-14,2026-07-26 16:52,,285,2026-07-26 16:52,Breached,41.23,
SHP00180,ORD494949,Customer 180,Kolkata,Kolkata,DHL,D001,Ravi Kumar,Delivered,South,RT-East-16,2026-07-27 16:52,2026-07-28 16:52,0,2026-07-27 16:52,Met,6.21,
SHP00181,ORD495027,Customer 181,Pune,Hyderabad,DHL,D006,Kavita Reddy,In Transit,East,RT-East-05,2026-07-27 16:52,,25,2026-07-27 16:52,At Risk,27.95,
SHP00182,ORD101115,Customer 182,Hyderabad,Chennai,Delhivery,D002,Suresh Patel,Failed Attempt,East,RT-East-03,2026-07-24 16:52,,250,2026-07-24 16:52,Breached,32.12,Attempted delivery - customer absent
SHP00183,ORD606344,Customer 183,Delhi,Pune,DHL,D005,Deepak Singh,Delivered,North,RT-East-13,2026-07-26 16:52,2026-07-29 16:52,0,2026-07-26 16:52,Met,26.11,
SHP00184,ORD636027,Customer 184,Kolkata,Chennai,DHL,D004,Priya Sharma,Out for Delivery,East,RT-South-19,2026-07-24 16:52,,27,2026-07-24 16:52,At Risk,1.82,
SHP00185,ORD858709,Customer 185,Hyderabad,Pune,Ecom Express,D003,Anand Verma,Delayed,West,RT-South-20,2026-07-24 16:52,,275,2026-07-24 16:52,Breached,13.15,
SHP00186,ORD590032,Customer 186,Kolkata,Delhi,Ecom Express,D004,Priya Sharma,In Transit,South,RT-South-03,2026-07-19 16:52,,241,2026-07-19 16:52,Breached,6.8,
SHP00187,ORD485911,Customer 187,Bangalore,Delhi,DHL,D003,Anand Verma,Returned,North,RT-North-17,2026-07-20 16:52,,96,2026-07-20 16:52,Breached,49.74,
SHP00188,ORD230141,Customer 188,Pune,Chennai,DHL,D005,Deepak Singh,Delayed,West,RT-North-20,2026-07-26 16:52,,165,2026-07-26 16:52,Breached,36.92,
SHP00189,ORD650287,Customer 189,Chennai,Pune,XpressBees,D005,Deepak Singh,In Transit,West,RT-North-02,2026-07-20 16:52,,130,2026-07-20 16:52,Breached,20.64,
SHP00190,ORD857665,Customer 190,Chennai,Mumbai,XpressBees,D005,Deepak Singh,Failed Attempt,North,RT-North-01,2026-07-25 16:52,,162,2026-07-25 16:52,Breached,34.85,Attempted delivery - customer absent
SHP00191,ORD118764,Customer 191,Pune,Hyderabad,Delhivery,D002,Suresh Patel,Out for Delivery,North,RT-North-04,2026-07-20 16:52,,104,2026-07-20 16:52,Breached,22.67,
SHP00192,ORD906893,Customer 192,Pune,Bangalore,DHL,D003,Anand Verma,Delayed,North,RT-South-08,2026-07-26 16:52,,284,2026-07-26 16:52,Breached,21.14,
SHP00193,ORD428674,Customer 193,Hyderabad,Delhi,Delhivery,D003,Anand Verma,Returned,East,RT-South-05,2026-07-19 16:52,,2,2026-07-19 16:52,At Risk,49.06,
SHP00194,ORD979048,Customer 194,Kolkata,Bangalore,Ecom Express,D002,Suresh Patel,In Transit,Central,RT-South-20,2026-07-28 16:52,,45,2026-07-28 16:52,At Risk,32.75,
SHP00195,ORD490411,Customer 195,Mumbai,Hyderabad,Ecom Express,D004,Priya Sharma,Delayed,West,RT-North-04,2026-07-28 16:52,,44,2026-07-28 16:52,At Risk,21.98,
SHP00196,ORD349794,Customer 196,Kolkata,Delhi,DHL,D006,Kavita Reddy,Failed Attempt,North,RT-South-06,2026-07-20 16:52,,270,2026-07-20 16:52,Breached,29.1,Attempted delivery - customer absent
SHP00197,ORD235013,Customer 197,Delhi,Mumbai,Delhivery,D001,Ravi Kumar,In Transit,East,RT-East-03,2026-07-25 16:52,,105,2026-07-25 16:52,Breached,5.79,
SHP00198,ORD984202,Customer 198,Mumbai,Mumbai,XpressBees,D006,Kavita Reddy,In Transit,South,RT-East-18,2026-07-24 16:52,,298,2026-07-24 16:52,Breached,32.81,
SHP00199,ORD384701,Customer 199,Hyderabad,Kolkata,XpressBees,D001,Ravi Kumar,Returned,Central,RT-East-04,2026-07-19 16:52,,128,2026-07-19 16:52,Breached,20.58,
SHP00200,ORD906805,Customer 200,Pune,Delhi,FedEx,D005,Deepak Singh,Out for Delivery,West,RT-East-02,2026-07-23 16:52,,39,2026-07-23 16:52,At Risk,47.94,
